sl_no,product_name,image_file,match_level,source_shop,source_product_name,source_page_url,image_url,note
180,21 Items - 10 Pcs,180_21_Items_10_Pcs.jpg,EXACT,chakracrackers.com,21 ITEMS (Starter Pack) ( பரிசு பெட்டி ),https://chakracrackers.com/product/21-items-starter-pack/,https://chakracrackers.com/wp-content/uploads/2023/04/21-items-chaturthi-starter-pack.jpg,
181,25 Items - 10 Pcs,181_25_Items_10_Pcs.jpg,EXACT,chakracrackers.com,25 Items (Economic Pack)_பரிசுப் பெட்டி,https://chakracrackers.com/product/25-items-economic-pack_%e0%ae%aa%e0%ae%b0%e0%ae%bf%e0%ae%9a%e0%af%81%e0%ae%aa%e0%af%8d-%e0%ae%aa%e0%af%86%e0%ae%9f%e0%af%8d%e0%ae%9f%e0%ae%bf/,https://chakracrackers.com/wp-content/uploads/2026/09/25Items_Gift-Box.jpg,
182,30 Items - 10 Pcs,182_30_Items_10_Pcs.jpg,EXACT,chakracrackers.com,30 Items (Attractive Pack)( ( பரிசு பெட்டி ),https://chakracrackers.com/product/30-items-attractive-pack/,https://chakracrackers.com/wp-content/uploads/2023/04/30-items-Attractive-pack.jpg,
183,35 Items - 10 Pcs,183_35_Items_10_Pcs.jpg,TYPE,chakracrackers.com,36 ITEMS (Royal Pack)( ( பரிசு பெட்டி ),https://chakracrackers.com/product/36-items-royal-pack/,https://chakracrackers.com/wp-content/uploads/2023/04/36-items-royal-pack.jpg,36-item pack shown; 35-item not listed
184,40 Items - 10 Pcs,184_40_Items_10_Pcs.jpg,TYPE,chakracrackers.com,42 Items (Mega Pack) ( பரிசு பெட்டி ),https://chakracrackers.com/product/42-items-mega-pack/,https://chakracrackers.com/wp-content/uploads/2023/04/42-items-Mega-pack.jpg,42-item pack shown; 40-item not listed
185,50 Items - 10 Pcs,185_50_Items_10_Pcs.jpg,EXACT,chakracrackers.com,50 ITEMS (Celebration Pack) UV Box ( பரிசு பெட்டி ),https://chakracrackers.com/product/50-items-celebration-pack/,https://chakracrackers.com/wp-content/uploads/2023/04/Celebration_Pack_50-Items.jpeg,
186,Classic Combo Pack (Rs.1199),186_Classic_Combo_Pack_Rs_1199.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Classic Combo Pack (Rs.1199),https://srivelavanpattasukadai.com/product/budget-pack/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/1199_Classic_Combo.png,
187,Super Combo Pack (Rs.2100),187_Super_Combo_Pack_Rs_2100.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Super Combo Pack (Rs.2100),https://srivelavanpattasukadai.com/product/classic-pack/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/2100_Super_Combo.png,
188,Deluxe Combo Pack (Rs.3300),188_Deluxe_Combo_Pack_Rs_3300.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Deluxe Combo Pack (Rs.3300),https://srivelavanpattasukadai.com/product/vip-pack/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/3300_Deluxe_combo.png,
189,Premium Combo Pack (Rs.5500),189_Premium_Combo_Pack_Rs_5500.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Premium Combo Pack (Rs.5500),https://srivelavanpattasukadai.com/product/pulse-pack/,https://srivelavanpattasukadai.com/wp-content/uploads/2025/09/5500_Premium_Combo.png,
